date,sp500
1977-06-30,100.4800033569336
1977-07-31,98.8499984741211
1977-08-31,96.7699966430664
1977-09-30,96.52999877929688
1977-10-31,92.33999633789062
1977-11-30,94.83000183105469
1977-12-31,95.0999984741211
1978-01-31,89.25
1978-02-28,87.04000091552734
1978-03-31,89.20999908447266
1978-04-30,96.83000183105469
1978-05-31,97.23999786376953
1978-06-30,95.52999877929688
1978-07-31,100.68000030517578
1978-08-31,103.29000091552734
1978-09-30,102.54000091552734
1978-10-31,93.1500015258789
1978-11-30,94.69999694824219
1978-12-31,96.11000061035156
1979-01-31,99.93000030517578
1979-02-28,96.27999877929688
1979-03-31,101.58999633789062
1979-04-30,101.76000213623047
1979-05-31,99.08000183105469
1979-06-30,102.91000366210938
1979-07-31,103.80999755859375
1979-08-31,109.31999969482422
1979-09-30,109.31999969482422
1979-10-31,101.81999969482422
1979-11-30,106.16000366210938
1979-12-31,107.94000244140625
1980-01-31,114.16000366210938
1980-02-29,113.66000366210938
1980-03-31,102.08999633789062
1980-04-30,106.29000091552734
1980-05-31,111.23999786376953
1980-06-30,114.23999786376953
1980-07-31,121.66999816894531
1980-08-31,122.37999725341797
1980-09-30,125.45999908447266
1980-10-31,127.47000122070312
1980-11-30,140.52000427246094
1980-12-31,135.75999450683594
1981-01-31,129.5500030517578
1981-02-28,131.27000427246094
1981-03-31,136.0
1981-04-30,132.80999755859375
1981-05-31,132.58999633789062
1981-06-30,131.2100067138672
1981-07-31,130.9199981689453
1981-08-31,122.79000091552734
1981-09-30,116.18000030517578
1981-10-31,121.88999938964844
1981-11-30,126.3499984741211
1981-12-31,122.55000305175781
1982-01-31,120.4000015258789
1982-02-28,113.11000061035156
1982-03-31,111.95999908447266
1982-04-30,116.44000244140625
1982-05-31,111.87999725341797
1982-06-30,109.61000061035156
1982-07-31,107.08999633789062
1982-08-31,119.51000213623047
1982-09-30,120.41999816894531
1982-10-31,133.72000122070312
1982-11-30,138.52999877929688
1982-12-31,140.63999938964844
1983-01-31,145.3000030517578
1983-02-28,148.05999755859375
1983-03-31,152.9600067138672
1983-04-30,164.42999267578125
1983-05-31,162.38999938964844
1983-06-30,167.63999938964844
1983-07-31,162.55999755859375
1983-08-31,164.39999389648438
1983-09-30,166.07000732421875
1983-10-31,163.5500030517578
1983-11-30,166.39999389648438
1983-12-31,164.92999267578125
1984-01-31,163.41000366210938
1984-02-29,157.05999755859375
1984-03-31,159.17999267578125
1984-04-30,160.0500030517578
1984-05-31,150.5500030517578
1984-06-30,153.17999267578125
1984-07-31,150.66000366210938
1984-08-31,166.67999267578125
1984-09-30,166.10000610351562
1984-10-31,166.08999633789062
1984-11-30,163.5800018310547
1984-12-31,167.24000549316406
1985-01-31,179.6300048828125
1985-02-28,181.17999267578125
1985-03-31,180.66000366210938
1985-04-30,179.8300018310547
1985-05-31,189.5500030517578
1985-06-30,191.85000610351562
1985-07-31,190.9199981689453
1985-08-31,188.6300048828125
1985-09-30,182.0800018310547
1985-10-31,189.82000732421875
1985-11-30,202.1699981689453
1985-12-31,210.67999267578125
